Date,Company,Price Close_lag1,Volume_lag1,Return,Mkt-RF_lag1,SMB_lag1,HML_lag1,RMW_lag1,CMA_lag1,RF_lag1
2021-09-02,CTSH.O,"76,83",2424913.0,0.0062,0.11,0.39,-0.93,-0.42,-0.37,0.0
2021-09-03,CTSH.O,"77,31",2038702.0,-0.0098,0.36,0.21,-0.04,-0.43,0.58,0.0
2021-09-07,CTSH.O,"76,55",1568542.0,-0.0044,-0.01,-0.55,-0.27,0.04,-0.28,0.0
2021-09-08,CTSH.O,"76,21",1751820.0,0.0059,-0.36,-0.37,-0.08,-0.59,0.17,0.0
2021-09-09,CTSH.O,"76,66",2536311.0,-0.0023,-0.34,-0.74,0.08,0.75,0.19,0.0
2021-09-10,CTSH.O,"76,48",1849809.0,-0.0029,-0.27,0.25,0.09,-0.79,-0.31,0.0
2021-09-13,CTSH.O,"76,26",1754913.0,0.0018,-0.76,-0.03,0.03,0.21,-0.47,0.0
2021-09-14,CTSH.O,"76,4",1941593.0,-0.0094,0.14,0.22,1.33,0.21,0.99,0.0
2021-09-15,CTSH.O,"75,68",1668375.0,0.0106,-0.66,-0.67,-0.97,0.44,-0.47,0.0
2021-09-16,CTSH.O,"76,48",2681009.0,0.0037,0.88,0.12,0.65,-0.24,0.48,0.0
2021-09-17,CTSH.O,"76,76",1900204.0,-0.0167,-0.03,-0.08,-0.56,-0.41,-0.56,0.0
2021-09-20,CTSH.O,"75,48",3759280.0,-0.0056,-0.72,0.97,-0.05,-0.64,-0.44,0.0
2021-09-21,CTSH.O,"75,06",2536413.0,-0.0073,-1.87,-0.57,0.21,0.76,0.27,0.0
2021-09-22,CTSH.O,"74,51",2322221.0,0.0118,0.05,0.25,-0.67,-0.44,-0.33,0.0
2021-09-23,CTSH.O,"75,39",1713168.0,0.0233,1.0,0.14,0.54,-0.52,0.48,0.0
2021-09-24,CTSH.O,"77,15",2723605.0,0.0061,1.28,0.46,0.93,-1.01,0.2,0.0
2021-09-27,CTSH.O,"77,62",2989758.0,0.0053,0.08,-0.39,0.7,0.57,0.26,0.0
2021-09-28,CTSH.O,"78,03",2884357.0,-0.0214,-0.1,1.7,2.44,-0.27,0.73,0.0
2021-09-29,CTSH.O,"76,36",2959453.0,-0.0102,-2.18,-0.01,1.75,0.84,1.08,0.0
2021-09-30,CTSH.O,"75,58",2062134.0,-0.0181,0.03,-0.2,0.81,1.16,0.32,0.0
2021-10-01,CTSH.O,"74,21",2837045.0,0.0143,-1.02,0.07,-0.77,-1.21,-0.36,0.0
2021-10-04,CTSH.O,"75,27",2395737.0,-0.0124,1.1,0.47,0.5,-0.1,0.6,0.0
2021-10-05,CTSH.O,"74,34",1967424.0,0.0012,-1.43,0.4,2.33,0.69,1.09,0.0
2021-10-06,CTSH.O,"74,43",1856257.0,-0.0009,1.05,-0.57,-0.05,-0.07,-0.3,0.0
2021-10-07,CTSH.O,"74,36",2304503.0,0.0121,0.33,-0.99,-0.5,0.34,-0.67,0.0
2021-10-08,CTSH.O,"75,26",1516890.0,0.0031,1.01,0.45,-0.16,-0.08,0.05,0.0
2021-10-11,CTSH.O,"75,49",2191516.0,-0.0013,-0.27,-0.45,1.12,0.09,0.62,0.0
2021-10-12,CTSH.O,"75,39",1893402.0,-0.0037,-0.72,0.21,-0.27,-0.03,0.29,0.0
2021-10-13,CTSH.O,"75,11",2672792.0,0.0069,-0.06,0.55,-0.43,-0.88,-0.26,0.0
2021-10-14,CTSH.O,"75,63",2720087.0,0.0241,0.43,-0.09,-1.05,-0.47,-0.77,0.0
2021-10-15,CTSH.O,"77,45",2268103.0,0.0178,1.66,-0.37,-0.27,-0.01,-0.12,0.0
2021-10-18,CTSH.O,"78,83",5901628.0,0.0008,0.63,-1.13,0.3,0.38,-0.05,0.0
2021-10-19,CTSH.O,"78,89",2181298.0,0.0114,0.41,-0.42,0.0,0.56,-0.06,0.0
2021-10-20,CTSH.O,"79,79",1758332.0,-0.0079,0.71,-0.46,-0.25,-0.17,0.09,0.0
2021-10-21,CTSH.O,"79,16",1765069.0,-0.001,0.34,0.22,1.19,0.29,0.52,0.0
2021-10-22,CTSH.O,"79,08",1628470.0,-0.001,0.37,0.04,-0.96,0.33,-0.62,0.0
2021-10-25,CTSH.O,79,1726209.0,-0.0005,-0.25,0.01,1.01,0.44,0.46,0.0
2021-10-26,CTSH.O,"78,96",1600359.0,-0.0027,0.58,0.37,-0.14,-0.42,-0.37,0.0
2021-10-27,CTSH.O,"78,75",3441642.0,-0.0132,0.04,-0.77,-0.31,-0.36,-0.15,0.0
2021-10-28,CTSH.O,"77,71",4054892.0,-0.005,-0.76,-0.95,-1.19,0.85,-0.61,0.0
2021-10-29,CTSH.O,"77,32",5048712.0,0.01,1.14,0.82,-0.49,-0.3,-0.17,0.0
2021-11-01,CTSH.O,"78,09",2616135.0,-0.0012,0.22,0.14,-0.83,0.57,-0.78,0.0
2021-11-02,CTSH.O,78,1460618.0,0.0079,0.51,2.05,0.45,-1.13,0.02,0.0
2021-11-03,CTSH.O,"78,62",2106888.0,0.0131,0.24,-0.32,-0.54,0.43,0.14,0.0
2021-11-04,CTSH.O,"79,65",2841364.0,-0.0014,0.8,1.44,-0.13,0.2,-0.39,0.0
2021-11-05,CTSH.O,"79,54",2257804.0,0.0047,0.39,-0.28,-1.36,0.66,-0.72,0.0
2021-11-08,CTSH.O,"79,91",1791894.0,0.0033,0.38,0.78,1.2,0.01,1.3,0.0
2021-11-09,CTSH.O,"80,17",1393181.0,0.0042,0.18,0.01,0.08,-0.49,-0.07,0.0
2021-11-10,CTSH.O,"80,51",1787201.0,0.0017,-0.35,-0.14,0.45,0.58,0.28,0.0
2021-11-11,CTSH.O,"80,65",2253232.0,0.0052,-1.07,-0.3,0.93,1.38,-0.07,0.0
2021-11-12,CTSH.O,"81,07",2100018.0,0.0112,0.24,0.63,0.33,0.13,0.1,0.0
2021-11-15,CTSH.O,"81,98",2130973.0,-0.0004,0.74,-0.45,-0.91,0.4,-0.3,0.0
2021-11-16,CTSH.O,"81,95",2007702.0,-0.0024,-0.02,-0.46,0.69,0.55,0.48,0.0
2021-11-17,CTSH.O,"81,75",2006198.0,-0.0093,0.5,-0.17,-0.71,0.18,-0.65,0.0
2021-11-18,CTSH.O,"80,99",3018789.0,0.0006,-0.47,-0.64,-0.25,0.82,0.16,0.0
2021-11-19,CTSH.O,"81,04",4304780.0,0.0117,0.06,-0.76,-0.07,1.27,-0.09,0.0
2021-11-22,CTSH.O,"81,99",4154390.0,-0.0073,-0.2,-0.4,-1.28,1.06,-0.6,0.0
2021-11-23,CTSH.O,"81,39",3135190.0,-0.0077,-0.61,0.04,2.77,1.25,1.6,0.0
2021-11-24,CTSH.O,"80,76",3351451.0,-0.0002,-0.03,-0.19,1.74,0.23,1.15,0.0
2021-11-26,CTSH.O,"80,74",2205838.0,-0.029,0.3,-0.14,-0.86,-0.52,-0.2,0.0
2021-11-29,CTSH.O,"78,4",1727646.0,0.0167,-2.23,-1.26,-0.94,0.27,-0.6,0.0
2021-11-30,CTSH.O,"79,71",2404155.0,-0.0217,1.11,-1.32,-0.76,0.4,-0.32,0.0
2021-12-01,CTSH.O,"77,98",4891634.0,-0.0144,-1.95,0.17,-1.14,-0.12,0.42,0.0
2021-12-02,CTSH.O,"76,86",3123405.0,0.0334,-1.61,-0.46,1.08,2.3,0.76,0.0
2021-12-03,CTSH.O,"79,43",3070664.0,-0.0115,1.51,0.99,1.27,-0.67,0.04,0.0
2021-12-06,CTSH.O,"78,52",3493967.0,0.028,-1.21,-0.87,1.07,1.76,1.0,0.0
2021-12-07,CTSH.O,"80,72",2877881.0,0.009,1.19,0.84,0.61,0.08,0.63,0.0
2021-12-08,CTSH.O,"81,45",2848478.0,-0.0028,2.22,-0.16,-1.8,-1.46,-0.45,0.0
2021-12-09,CTSH.O,"81,22",2472230.0,-0.0028,0.47,0.34,-0.82,-0.95,0.2,0.0
2021-12-10,CTSH.O,"80,99",2159950.0,0.0137,-1.07,-1.05,1.54,1.42,0.98,0.0
2021-12-13,CTSH.O,"82,1",2435903.0,-0.0021,0.7,-0.88,0.52,1.38,0.76,0.0
2021-12-14,CTSH.O,"81,93",2180022.0,-0.0006,-1.04,-0.29,-0.98,0.3,-0.32,0.0
2021-12-15,CTSH.O,"81,88",2490137.0,0.0125,-0.76,-0.35,1.63,0.38,0.17,0.0
2021-12-16,CTSH.O,"82,9",2937959.0,0.0215,1.62,0.02,-1.91,0.04,-0.36,0.0
2021-12-17,CTSH.O,"84,68",5230402.0,0.0017,-1.2,-0.85,2.77,0.62,0.66,0.0
2021-12-20,CTSH.O,"84,82",7376761.0,-0.0225,-0.65,1.48,-2.33,-1.71,-0.38,0.0
2021-12-21,CTSH.O,"82,91",2055290.0,0.0276,-1.27,-0.23,-0.4,0.04,0.15,0.0
2021-12-22,CTSH.O,"85,2",2186114.0,0.0082,2.06,0.67,0.2,-1.08,-0.2,0.0
2021-12-23,CTSH.O,"85,9",1947278.0,0.0045,0.97,0.18,-0.36,0.34,0.07,0.0
2021-12-27,CTSH.O,"86,29",1647270.0,0.0209,0.71,0.29,-0.48,-0.36,-0.39,0.0
2021-12-28,CTSH.O,"88,09",1883513.0,0.0073,1.22,-0.14,0.31,0.98,0.48,0.0
2021-12-29,CTSH.O,"88,73",1516807.0,0.0097,-0.27,-0.4,0.8,0.84,0.21,0.0
2021-12-30,CTSH.O,"89,59",2060861.0,-0.0073,0.06,-0.03,0.17,0.7,0.0,0.0
2021-12-31,CTSH.O,"88,94",1412883.0,-0.0025,-0.15,0.08,-0.41,-0.83,-0.41,0.0
2022-01-03,CTSH.O,"88,72",1356526.0,0.0096,-0.31,0.18,0.53,0.36,0.4,0.0
2022-01-04,CTSH.O,"89,57",2673823.0,0.0207,0.73,0.42,0.8,-1.17,0.59,0.0
2022-01-05,CTSH.O,"91,42",2702682.0,-0.0153,-0.29,-0.08,3.64,0.63,1.47,0.0
2022-01-06,CTSH.O,"90,02",2523731.0,-0.0199,-2.28,-0.94,2.59,1.39,1.25,0.0
2022-01-07,CTSH.O,"88,23",3207590.0,-0.0092,0.0,0.38,1.75,-0.56,-0.01,0.0
2022-01-10,CTSH.O,"87,42",2755014.0,-0.0085,-0.48,-0.96,2.02,-0.12,0.85,0.0
2022-01-11,CTSH.O,"86,68",3504393.0,0.0149,-0.15,-0.3,-0.28,-0.05,-0.37,0.0
2022-01-12,CTSH.O,"87,97",2797375.0,0.0011,1.1,-0.2,-0.28,-1.25,0.37,0.0
2022-01-13,CTSH.O,"88,07",2854022.0,-0.0099,0.12,-0.86,0.51,0.77,0.27,0.0
2022-01-14,CTSH.O,"87,2",2556566.0,0.0,-1.57,0.86,2.4,1.16,1.02,0.0
2022-01-18,CTSH.O,"87,2",2327051.0,-0.0116,0.08,0.04,0.55,-0.85,0.49,0.0
2022-01-19,CTSH.O,"86,19",2345887.0,-0.0017,-2.08,-0.9,1.36,0.8,0.97,0.0
2022-01-20,CTSH.O,"86,04",2626042.0,-0.0041,-1.01,-0.36,-0.67,0.24,0.09,0.0
2022-01-21,CTSH.O,"85,69",2453414.0,-0.0167,-1.14,-0.84,-0.23,-0.3,0.12,0.0
2022-01-24,CTSH.O,"84,26",4225740.0,0.01,-2.1,0.38,0.48,1.03,0.49,0.0
2022-01-25,CTSH.O,"85,1",5057607.0,-0.0335,0.53,1.75,-0.24,-0.07,-0.66,0.0
2022-01-26,CTSH.O,"82,25",3805897.0,-0.0051,-1.43,-0.2,2.79,-0.8,1.6,0.0
2022-01-27,CTSH.O,"81,83",2866626.0,-0.0005,-0.3,-1.06,0.09,0.43,-0.04,0.0
2022-01-28,CTSH.O,"81,79",2838914.0,0.0324,-0.79,-1.46,0.78,1.06,0.93,0.0
2022-01-31,CTSH.O,"84,44",2491440.0,0.0116,2.45,-0.61,-2.08,0.16,0.21,0.0
2022-02-01,CTSH.O,"85,42",4080855.0,0.0117,2.34,0.71,-2.84,-1.8,-1.6,0.0
2022-02-02,CTSH.O,"86,42",3224444.0,0.0211,0.87,0.12,0.66,-1.07,0.38,0.0
2022-02-03,CTSH.O,"88,24",4075592.0,-0.0247,0.48,-1.59,0.72,1.48,0.49,0.0
2022-02-04,CTSH.O,"86,06",3680617.0,0.0088,-2.49,0.45,2.17,0.42,1.35,0.0
2022-02-07,CTSH.O,"86,82",3105500.0,0.0106,0.89,-0.28,-0.6,-1.69,-1.11,0.0
2022-02-08,CTSH.O,"87,74",3003399.0,0.0163,-0.25,0.66,0.23,-0.7,-0.01,0.0
2022-02-09,CTSH.O,"89,17",2786347.0,0.0283,1.02,0.73,-0.27,0.93,-0.45,0.0
2022-02-10,CTSH.O,"91,69",3760628.0,-0.0157,1.61,0.02,-1.95,-1.09,-0.23,0.0
2022-02-11,CTSH.O,"90,25",3886226.0,-0.0322,-1.69,0.03,1.23,-0.56,0.32,0.0
2022-02-14,CTSH.O,"87,34",3480464.0,-0.0126,-1.92,0.91,2.12,-0.21,1.44,0.0
2022-02-15,CTSH.O,"86,24",3006686.0,0.0327,-0.35,0.09,-0.59,0.69,-0.18,0.0
2022-02-16,CTSH.O,"89,06",3240808.0,0.004,1.87,1.03,-1.41,-0.66,-0.84,0.0
2022-02-17,CTSH.O,"89,42",3161193.0,-0.0391,-0.02,0.03,0.32,0.6,0.41,0.0
2022-02-18,CTSH.O,"85,92",2800465.0,0.0051,-2.28,-0.04,1.08,0.85,1.46,0.0
2022-02-22,CTSH.O,"86,36",2553124.0,-0.0126,-0.87,0.1,0.94,1.06,0.41,0.0
2022-02-23,CTSH.O,"85,27",2568067.0,-0.0073,-1.18,-0.35,0.09,-0.06,0.14,0.0
2022-02-24,CTSH.O,"84,65",2943634.0,0.0169,-1.96,0.06,1.26,0.01,1.05,0.0
2022-02-25,CTSH.O,"86,08",3855858.0,0.0228,1.89,0.72,-3.86,-1.79,-1.73,0.0
2022-02-28,CTSH.O,"88,04",2892522.0,-0.0217,2.23,-0.15,1.23,0.37,-0.2,0.0
2022-03-01,CTSH.O,"86,13",3835623.0,-0.0038,0.05,0.39,-0.48,-0.82,0.29,0.0
2022-03-02,CTSH.O,"85,8",3327480.0,0.0279,-1.56,-0.28,-0.82,-0.41,0.56,0.0
2022-03-03,CTSH.O,"88,19",4074067.0,-0.0029,1.81,0.61,1.32,0.53,0.41,0.0
2022-03-04,CTSH.O,"87,93",4163924.0,0.0108,-0.88,-0.21,1.51,1.23,1.22,0.0
2022-03-07,CTSH.O,"88,88",3072322.0,-0.0257,-1.1,-0.52,0.69,0.37,1.22,0.0
2022-03-08,CTSH.O,"86,6",4496265.0,0.0102,-3.12,0.72,0.9,-0.69,1.35,0.0
2022-03-09,CTSH.O,"87,48",4234781.0,0.0055,-0.52,0.96,0.35,-1.09,-0.25,0.0
2022-03-10,CTSH.O,"87,96",4135694.0,-0.0034,2.79,0.01,-2.11,-0.41,-1.56,0.0
2022-03-11,CTSH.O,"87,66",2363514.0,0.0043,-0.47,0.3,1.17,-0.32,0.35,0.0
2022-03-14,CTSH.O,"88,04",3576086.0,-0.0069,-1.49,-0.13,1.78,0.99,0.6,0.0
2022-03-15,CTSH.O,"87,43",4156844.0,0.0085,-1.06,-0.83,1.74,2.18,0.05,0.0
2022-03-16,CTSH.O,"88,17",3190115.0,0.0174,2.15,-0.49,-2.39,0.77,-1.0,0.0
2022-03-17,CTSH.O,"89,7",3588273.0,0.0098,2.61,0.44,-1.82,-1.15,-1.52,0.0
2022-03-18,CTSH.O,"90,58",2305724.0,0.0126,1.43,0.16,-1.09,-1.59,-0.14,0.0
2022-03-21,CTSH.O,"91,72",4435041.0,-0.0036,1.33,-0.19,-1.85,-0.54,-0.8,0.0
2022-03-22,CTSH.O,"91,39",2245072.0,0.0189,-0.17,-0.94,1.6,-0.18,1.57,0.0
2022-03-23,CTSH.O,"93,12",2623560.0,-0.0232,1.31,-0.22,-1.15,-0.81,-1.01,0.0
2022-03-24,CTSH.O,"90,96",2448296.0,0.0025,-1.25,-0.61,0.39,-0.5,1.55,0.0
2022-03-25,CTSH.O,"91,19",2768209.0,0.0035,1.42,-0.32,-0.78,-0.47,-0.18,0.0
2022-03-28,CTSH.O,"91,51",2205945.0,0.0003,0.27,-0.31,2.19,0.2,1.33,0.0
2022-03-29,CTSH.O,"91,54",3229006.0,0.013,0.73,-0.87,-1.71,0.5,-1.19,0.0
2022-03-30,CTSH.O,"92,73",2483410.0,-0.0145,1.45,1.2,-1.94,-0.34,-0.98,0.0
2022-03-31,CTSH.O,"91,39",2254616.0,-0.0188,-0.83,-1.13,0.42,0.4,0.92,0.0
2022-04-01,CTSH.O,"89,67",3228066.0,0.0038,-1.55,0.62,-0.43,-0.23,0.39,0.0
2022-04-04,CTSH.O,"90,01",2014800.0,0.0001,0.39,0.57,-0.58,-0.91,0.05,0.001
2022-04-05,CTSH.O,"90,02",2086054.0,-0.0358,0.94,-0.54,-1.87,-0.78,-0.66,0.001
2022-04-06,CTSH.O,"86,8",4007541.0,0.0013,-1.55,-0.72,0.82,0.69,0.17,0.001
2022-04-07,CTSH.O,"86,91",2239650.0,0.0104,-1.24,-0.31,1.09,0.24,0.85,0.001
2022-04-08,CTSH.O,"87,81",1956029.0,0.0131,0.33,-0.61,-0.13,0.38,0.34,0.001
2022-04-11,CTSH.O,"88,96",2406800.0,-0.0197,-0.39,-0.53,2.24,0.36,1.04,0.001
2022-04-12,CTSH.O,"87,21",1882020.0,-0.0128,-1.54,0.62,1.06,0.44,0.06,0.001
2022-04-13,CTSH.O,"86,09",2295911.0,-0.0003,-0.29,0.57,0.46,-0.26,1.05,0.001
2022-04-14,CTSH.O,"86,06",3249196.0,-0.0153,1.4,0.62,-0.7,-1.0,0.02,0.001
2022-04-18,CTSH.O,"84,74",2616028.0,-0.0015,-1.28,0.32,1.41,0.18,0.94,0.001
2022-04-19,CTSH.O,"84,61",1570910.0,0.0134,-0.21,-0.57,1.81,0.76,0.63,0.001
2022-04-20,CTSH.O,"85,74",1790108.0,0.0055,1.77,0.4,-0.94,0.54,-1.27,0.001
2022-04-21,CTSH.O,"86,21",2638325.0,0.0024,-0.28,0.48,1.26,0.76,1.13,0.001
2022-04-22,CTSH.O,"86,42",2291700.0,-0.0377,-1.76,-0.55,0.38,1.75,0.4,0.001
2022-04-25,CTSH.O,"83,16",3160362.0,0.0156,-2.74,0.26,-0.17,-0.12,-0.22,0.001
2022-04-26,CTSH.O,"84,46",3720692.0,-0.0259,0.71,0.12,-1.84,0.11,-1.06,0.001
2022-04-27,CTSH.O,"82,27",3345487.0,0.0069,-3.0,-0.36,1.78,0.23,1.22,0.001
2022-04-28,CTSH.O,"82,84",3258558.0,0.0136,0.12,-0.57,0.35,0.15,0.8,0.001
2022-04-29,CTSH.O,"83,97",3237463.0,-0.0366,2.44,-0.51,-0.44,0.46,0.09,0.001
2022-05-02,CTSH.O,"80,9",4299614.0,-0.0028,-3.53,0.87,0.59,-0.24,0.66,0.001
2022-05-03,CTSH.O,"80,67",4755170.0,0.0109,0.8,0.39,-1.15,-0.62,-1.34,0.001
2022-05-04,CTSH.O,"81,55",3675517.0,0.0345,0.41,0.15,1.64,0.0,1.15,0.001
2022-05-05,CTSH.O,"84,36",4087371.0,-0.1275,3.0,-0.53,0.34,0.07,0.07,0.001
2022-05-06,CTSH.O,"73,6",5033994.0,0.0261,-3.8,-0.25,2.37,0.61,1.17,0.001
2022-05-09,CTSH.O,"75,52",3904734.0,0.0099,-0.85,-1.02,1.79,1.01,1.36,0.001
2022-05-10,CTSH.O,"76,27",4522657.0,-0.024,-3.54,-0.03,1.31,4.21,-0.3,0.001
2022-05-11,CTSH.O,"74,44",3434967.0,-0.0277,0.2,-0.49,-1.24,-0.66,0.31,0.001
2022-05-12,CTSH.O,"72,38",3219670.0,0.016,-1.95,-0.59,2.59,0.7,0.95,0.001
2022-05-13,CTSH.O,"73,54",3465199.0,-0.0022,0.17,1.21,-1.24,-0.37,-1.1,0.001
2022-05-16,CTSH.O,"73,38",3455041.0,-0.0109,2.76,0.37,-2.16,-2.13,-0.69,0.001
2022-05-17,CTSH.O,"72,58",4429976.0,0.0349,-0.6,0.09,1.34,0.19,1.33,0.001
2022-05-18,CTSH.O,"75,11",3055568.0,-0.065,2.15,0.94,-0.04,-0.69,-0.32,0.001
2022-05-19,CTSH.O,"70,23",4770109.0,0.0013,-4.04,0.46,1.54,-0.54,0.35,0.001
2022-05-20,CTSH.O,"70,32",3236604.0,0.0073,-0.34,0.39,-0.77,-1.19,-0.86,0.001
2022-05-23,CTSH.O,"70,83",2932605.0,0.0143,-0.05,-0.13,-0.19,-0.11,0.16,0.001
2022-05-24,CTSH.O,"71,84",2532983.0,-0.0061,1.74,-0.93,1.32,-0.03,1.02,0.001
2022-05-25,CTSH.O,"71,4",2867872.0,0.0041,-1.23,-0.48,1.85,1.43,1.14,0.001
2022-05-26,CTSH.O,"71,69",2898952.0,0.0146,1.22,0.75,0.2,-0.56,0.01,0.001
2022-05-27,CTSH.O,"72,74",2654479.0,0.0274,2.18,0.01,-0.59,-0.14,-0.31,0.001
2022-05-31,CTSH.O,"74,73",2524534.0,-0.0004,2.58,0.01,-1.24,-0.63,-0.26,0.001
2022-06-01,CTSH.O,"74,7",4678329.0,-0.007,-0.71,-0.37,0.4,0.78,-0.24,0.001
2022-06-02,CTSH.O,"74,18",2332478.0,0.0105,-0.75,0.25,0.72,-0.24,1.08,0.003
2022-06-03,CTSH.O,"74,96",2535046.0,-0.0187,2.09,0.41,-2.05,-0.43,-1.49,0.003
2022-06-06,CTSH.O,"73,56",2289781.0,0.0044,-1.63,1.02,0.52,-0.8,0.45,0.003
2022-06-07,CTSH.O,"73,88",2050993.0,0.0028,0.33,0.04,0.69,0.5,0.18,0.003
2022-06-08,CTSH.O,"74,09",2237420.0,-0.0132,0.99,0.19,-0.15,-1.58,0.66,0.003
2022-06-09,CTSH.O,"73,11",1654632.0,-0.032,-1.02,-0.26,-0.54,-0.69,-0.24,0.003
2022-06-10,CTSH.O,"70,77",2299685.0,-0.0122,-2.44,0.45,0.24,0.86,0.15,0.003
2022-06-13,CTSH.O,"69,91",3390168.0,-0.0289,-3.0,0.27,0.62,0.31,0.5,0.003
2022-06-14,CTSH.O,"67,89",4411293.0,-0.0003,-4.13,-0.46,0.61,1.7,-0.36,0.003
2022-06-15,CTSH.O,"67,87",2372692.0,0.0091,-0.25,0.1,0.13,0.12,0.04,0.003
2022-06-16,CTSH.O,"68,49",2524591.0,-0.0394,1.55,-0.01,-1.68,-0.21,-1.14,0.003
2022-06-17,CTSH.O,"65,79",3612814.0,0.0108,-3.52,-1.08,0.0,0.6,-0.64,0.003
2022-06-21,CTSH.O,"66,5",5343603.0,0.0188,0.46,0.73,-2.63,0.38,-2.02,0.003
2022-06-22,CTSH.O,"67,75",3415275.0,-0.004,2.38,-0.84,0.26,-0.91,0.0,0.003
2022-06-23,CTSH.O,"67,48",3065621.0,-0.0015,-0.19,0.04,-1.79,0.63,-1.61,0.003
2022-06-24,CTSH.O,"67,38",3215476.0,0.0427,1.13,0.32,-3.87,0.5,-1.88,0.003
2022-06-27,CTSH.O,"70,26",3280379.0,-0.005,3.11,-0.42,-0.03,0.11,-0.33,0.003
2022-06-28,CTSH.O,"69,91",2530197.0,-0.0257,-0.28,0.76,1.26,-0.3,1.29,0.003
2022-06-29,CTSH.O,"68,11",2856910.0,0.0054,-2.09,0.04,2.36,-0.7,1.3,0.003
2022-06-30,CTSH.O,"68,48",2026198.0,-0.0145,-0.2,-0.58,-1.32,1.09,-0.86,0.003
2022-07-01,CTSH.O,"67,49",2668312.0,0.008,-0.96,0.51,-0.15,0.9,-0.16,0.003
2022-07-05,CTSH.O,"68,03",2006491.0,-0.0046,1.14,-0.02,0.11,-0.75,-0.07,0.004
2022-07-06,CTSH.O,"67,72",3076482.0,0.0044,0.48,1.12,-3.35,-1.74,-2.15,0.004
2022-07-07,CTSH.O,"68,02",2668856.0,-0.0065,0.17,-0.89,-0.73,0.05,-0.31,0.004
2022-07-08,CTSH.O,"67,58",3838259.0,-0.0083,1.77,0.89,-0.96,-0.84,-1.32,0.004
2022-07-11,CTSH.O,"67,02",3234509.0,-0.0197,-0.07,0.07,-0.07,-0.25,-0.21,0.004
2022-07-12,CTSH.O,"65,7",3481694.0,-0.0084,-1.39,-0.99,1.59,1.71,1.26,0.004
2022-07-13,CTSH.O,"65,15",3475780.0,-0.0017,-0.88,0.85,0.52,0.1,0.83,0.004
2022-07-14,CTSH.O,"65,04",3628284.0,-0.0089,-0.39,0.43,-0.38,0.04,-0.33,0.004
2022-07-15,CTSH.O,"64,46",3173002.0,0.0217,-0.41,-0.47,-1.01,0.78,-0.03,0.004
2022-07-18,CTSH.O,"65,86",7912945.0,-0.0115,1.95,0.04,0.46,-0.22,-0.39,0.004
2022-07-19,CTSH.O,"65,1",2998124.0,0.0356,-0.71,0.37,1.02,0.14,-0.09,0.004
2022-07-20,CTSH.O,"67,42",3281959.0,0.0104,2.81,0.84,-0.54,-0.27,-0.59,0.004
2022-07-21,CTSH.O,"68,12",2701723.0,0.0126,0.89,1.08,-1.31,-1.48,-1.49,0.004
2022-07-22,CTSH.O,"68,98",2226920.0,0.0017,0.97,-0.33,-1.6,-0.25,-0.89,0.004
2022-07-25,CTSH.O,"69,1",3616743.0,-0.0127,-1.19,-0.84,1.38,1.74,1.52,0.004
2022-07-26,CTSH.O,"68,22",2584391.0,-0.0022,0.12,0.1,1.68,0.65,0.52,0.004
2022-07-27,CTSH.O,"68,07",2825107.0,0.0328,-1.32,0.34,1.06,0.57,1.16,0.004
2022-07-28,CTSH.O,"70,3",4437220.0,-0.0494,2.72,0.16,-1.26,-0.2,-1.34,0.004
2022-07-29,CTSH.O,"66,83",5442683.0,0.0169,1.19,-0.04,-0.86,0.15,-0.88,0.004
2022-08-01,CTSH.O,"67,96",6000049.0,-0.005,1.45,-0.88,0.45,0.48,-1.17,0.004
2022-08-02,CTSH.O,"67,62",4960674.0,-0.0007,-0.19,0.18,-0.26,0.17,0.35,0.008
2022-08-03,CTSH.O,"67,57",3480780.0,0.0172,-0.49,0.58,-1.4,-2.18,-0.46,0.008
2022-08-04,CTSH.O,"68,73",3044760.0,0.0001,1.67,0.28,-1.93,-1.49,-0.71,0.008
2022-08-05,CTSH.O,"68,74",3467990.0,-0.0003,-0.06,0.41,-1.65,-1.3,-0.86,0.008
2022-08-08,CTSH.O,"68,72",2002562.0,0.0015,-0.04,0.94,-0.06,-1.27,-0.22,0.008
2022-08-09,CTSH.O,"68,82",2189119.0,-0.0103,0.0,0.97,-0.08,-0.44,0.21,0.008
2022-08-10,CTSH.O,"68,11",1990393.0,0.0137,-0.68,-1.37,2.11,0.87,1.3,0.008
2022-08-11,CTSH.O,"69,04",2825834.0,-0.0046,2.36,0.77,-1.59,-1.38,-1.36,0.008
2022-08-12,CTSH.O,"68,72",2986109.0,0.0154,-0.07,0.21,1.65,0.74,0.9,0.008
2022-08-15,CTSH.O,"69,78",3390149.0,-0.0011,1.76,0.49,-0.73,-0.65,-0.53,0.008
2022-08-16,CTSH.O,"69,7",2116901.0,0.0034,0.38,-0.02,-0.62,-0.18,-0.01,0.008
2022-08-17,CTSH.O,"69,94",2845136.0,-0.0149,0.19,-0.14,0.71,1.03,0.52,0.008
2022-08-18,CTSH.O,"68,9",2570934.0,0.0033,-0.93,-0.92,1.04,1.27,0.67,0.008
2022-08-19,CTSH.O,"69,13",1799000.0,-0.0077,0.27,0.35,0.47,0.79,0.08,0.008
2022-08-22,CTSH.O,"68,6",2139413.0,-0.0246,-1.5,-0.94,0.96,1.06,1.25,0.008
2022-08-23,CTSH.O,"66,91",1905294.0,-0.0133,-2.14,-0.04,0.37,0.2,0.2,0.008
