number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_epochs,params_lookback,params_units,user_attrs_Company,state,Company
29,0.04280085465549869,2025-05-01 10:44:14.987069,2025-05-01 10:44:21.942434,0 days 00:00:06.955365,64,0.2307693408009318,31,6,180,NVDA.O,COMPLETE,NVDA.O
0,0.05351666544245139,2025-05-01 10:44:21.985517,2025-05-01 10:44:42.773594,0 days 00:00:20.788077,64,0.4672231100251638,21,46,87,NXPI.O,COMPLETE,NXPI.O
1,0.0450164862277492,2025-05-01 10:44:42.783796,2025-05-01 10:45:44.742595,0 days 00:01:01.958799,32,0.29108675205986,25,51,190,NXPI.O,COMPLETE,NXPI.O
2,0.05452186519260725,2025-05-01 10:45:44.753173,2025-05-01 10:46:07.726258,0 days 00:00:22.973085,64,0.46437630439229827,21,46,87,NXPI.O,COMPLETE,NXPI.O
3,0.048545674857942395,2025-05-01 10:46:07.736253,2025-05-01 10:46:38.457350,0 days 00:00:30.721097,64,0.25549015536595965,22,31,127,NXPI.O,COMPLETE,NXPI.O
4,0.04157118332115763,2025-05-01 10:46:38.472684,2025-05-01 10:47:22.671370,0 days 00:00:44.198686,32,0.28988156478775096,29,26,188,NXPI.O,COMPLETE,NXPI.O
5,0.04721692209079138,2025-05-01 10:47:22.678310,2025-05-01 10:47:59.157479,0 days 00:00:36.479169,64,0.20659555779432515,21,31,205,NXPI.O,COMPLETE,NXPI.O
6,0.05379194358770461,2025-05-01 10:47:59.165859,2025-05-01 10:48:21.507411,0 days 00:00:22.341552,32,0.25356534959980703,20,46,76,NXPI.O,COMPLETE,NXPI.O
7,0.044707493660433695,2025-05-01 10:48:21.518264,2025-05-01 10:48:36.468879,0 days 00:00:14.950615,32,0.45641826583224565,31,6,110,NXPI.O,COMPLETE,NXPI.O
8,0.05062567542310647,2025-05-01 10:48:36.478835,2025-05-01 10:49:29.915489,0 days 00:00:53.436654,64,0.23729104320250363,25,41,204,NXPI.O,COMPLETE,NXPI.O
9,0.046584180485981876,2025-05-01 10:49:29.923133,2025-05-01 10:50:46.334110,0 days 00:01:16.410977,32,0.17457073976054738,22,56,201,NXPI.O,COMPLETE,NXPI.O
10,0.04154851222380135,2025-05-01 10:50:46.342479,2025-05-01 10:51:30.760901,0 days 00:00:44.418422,32,0.36256517541165284,35,11,250,NXPI.O,COMPLETE,NXPI.O
11,0.043310503323711017,2025-05-01 10:51:30.770544,2025-05-01 10:52:09.322734,0 days 00:00:38.552190,32,0.3682820714142966,35,11,256,NXPI.O,COMPLETE,NXPI.O
12,0.04130577030376605,2025-05-01 10:52:09.335259,2025-05-01 10:52:52.744003,0 days 00:00:43.408744,32,0.37137689312251493,31,16,251,NXPI.O,COMPLETE,NXPI.O
13,0.04130546575960591,2025-05-01 10:52:52.752258,2025-05-01 10:54:01.543194,0 days 00:01:08.790936,32,0.3760613990332535,35,21,253,NXPI.O,COMPLETE,NXPI.O
14,0.059867621007042245,2025-05-01 10:54:01.552382,2025-05-01 10:54:13.527754,0 days 00:00:11.975372,32,0.1065330426106948,33,21,41,NXPI.O,COMPLETE,NXPI.O
15,0.04176859168646638,2025-05-01 10:54:13.535964,2025-05-01 10:54:56.554390,0 days 00:00:43.018426,32,0.38250640906525213,31,16,232,NXPI.O,COMPLETE,NXPI.O
16,0.03817951208090351,2025-05-01 10:54:56.565948,2025-05-01 10:55:05.737257,0 days 00:00:09.171309,32,0.40536096717737585,32,1,157,NXPI.O,COMPLETE,NXPI.O
17,0.03879648528205317,2025-05-01 10:55:05.744554,2025-05-01 10:55:15.205041,0 days 00:00:09.460487,32,0.42256444321565406,33,1,155,NXPI.O,COMPLETE,NXPI.O
18,0.037959226183504,2025-05-01 10:55:15.212504,2025-05-01 10:55:24.441498,0 days 00:00:09.228994,32,0.41480595709824203,28,1,163,NXPI.O,COMPLETE,NXPI.O
19,0.03793460732870147,2025-05-01 10:55:24.447755,2025-05-01 10:55:33.712355,0 days 00:00:09.264600,32,0.41770040624620103,27,1,161,NXPI.O,COMPLETE,NXPI.O
20,0.04745489674389396,2025-05-01 10:55:33.722088,2025-05-01 10:55:52.353990,0 days 00:00:18.631902,32,0.3282270061082727,27,6,171,NXPI.O,COMPLETE,NXPI.O
21,0.03846174864086963,2025-05-01 10:55:52.360804,2025-05-01 10:55:59.953935,0 days 00:00:07.593131,32,0.4207017885003728,28,1,143,NXPI.O,COMPLETE,NXPI.O
22,0.037931169041594555,2025-05-01 10:55:59.962426,2025-05-01 10:56:09.657471,0 days 00:00:09.695045,32,0.49272892848663463,26,1,160,NXPI.O,COMPLETE,NXPI.O
23,0.04436712026880539,2025-05-01 10:56:09.666084,2025-05-01 10:56:24.058598,0 days 00:00:14.392514,32,0.49267024313840224,25,6,127,NXPI.O,COMPLETE,NXPI.O
24,0.043684041829604246,2025-05-01 10:56:24.067127,2025-05-01 10:56:50.619324,0 days 00:00:26.552197,32,0.4875266665370118,27,11,174,NXPI.O,COMPLETE,NXPI.O
25,0.037169379601971336,2025-05-01 10:56:50.627297,2025-05-01 10:56:59.608633,0 days 00:00:08.981336,32,0.43439810513738364,29,1,131,NXPI.O,COMPLETE,NXPI.O
26,0.056489369053331025,2025-05-01 10:56:59.616750,2025-05-01 10:57:07.717862,0 days 00:00:08.101112,64,0.44363468968036174,26,6,119,NXPI.O,COMPLETE,NXPI.O
27,0.04397613402942584,2025-05-01 10:57:07.725951,2025-05-01 10:57:35.400088,0 days 00:00:27.674137,32,0.3375280893865391,29,16,144,NXPI.O,COMPLETE,NXPI.O
28,0.04783585092988138,2025-05-01 10:57:35.408720,2025-05-01 10:58:07.192123,0 days 00:00:31.783403,32,0.49682708204032433,24,36,105,NXPI.O,COMPLETE,NXPI.O
29,0.055683613478702945,2025-05-01 10:58:07.207585,2025-05-01 10:58:13.472729,0 days 00:00:06.265144,64,0.4446856048721665,29,11,65,NXPI.O,COMPLETE,NXPI.O
